SKU,Location, QTY , Line ,Weight,depth,height,Vol
2-1213077-3,P2-5-1-2,618,1,14,21,0,29
1803043-9,K1-3-21-2,618,1,14,21,0,29
2000713-5,F2-1-18-2,618,1,14,21,0,29
173681-3,J2-4-51-1,618,1,14,21,0,29
1565086-1,F1-2-18-2,618,1,18,24,1,222
1827196-1,K1-3-43-1,618,1,18,24,0,133
1565081-1,B1-1-57-1,618,1,18,24,1,222
1674904-4,B1-4-47-2,618,1,18,24,0,177
962876-1,O2-1-55-2,618,2,18,24,0,177
1983780-1,K2-1-24-2,618,3,18,24,1,222
353907-1,C1-5-18-1,618,1,18,24,1,222
3-1827233-6,G1-3-38-1,617,1,18,24,0,177
3-1589487-2,D1-4-41-2,617,1,16,28,1,497
61134-3,N2-2-29-2,617,2,22,28,1,488
2069748-2,B2-2-35-1,617,1,22,28,2,"1,166"
T2030001025-000,D2-1-35-1,617,1,22,28,1,501
1-2229076-2,A1-3-15-2,617,1,19,26, -   , -   
1318854-3,A1-1-34-2,617,1,21,28,0,59
1981727-1,A1-1-43-1,617,1,21,28,0,59
2174101-1,A1-3-6-2,617,1,21,28,2,873
2-1939925-4,A2-2-50-2,617,5,21,28,0,59
2260446-1,L1-5-58-1,617,1,21,28,0,59
2260795-1,A1-0-11-2,617,1,21,28,1,848
2260816-1,A1-0-6-1,617,9,21,28,1,848
2260909-1,A1-1-24-2,617,2,22,28,2,914
2261052-1,A1-0-18-2,617,1,22,28,2,914
2261072-1,A1-0-9-1,617,88,18,24,0,133
2344885-1,A1-4-42-1,617,1,18,24,0,133
2822344-1,A2-3-58-1,617,1,18,24,0,133
2822650-1,B1-4-19-1,617,1,18,24,1,222
3-912157-6,I1-0-19-1,617,104,18,24,0,177
5-912159-1,I1-0-52-2,617,3,20,25,4,"2,044"
912031-1,I1-0-21-2,617,8,20,25,4,"2,044"
172384-1,J2-3-53-1,617,1,19,25,1,501
1-967642-1,F2-0-42-2,617,1,18,24,0,43
1827617-1,C1-2-60-1,617,12,19,25,1,228
2-1437285-3,D1-3-32-2,617,3,19,24,4,"1,598"
174516-1,C2-4-13-2,617,2,14,21,0,29
1456471-2,J1-1-31-2,617,2,15,24,0,36
2292492-3,B1-1-18-1,617,2,14,22,1,252
1554857-2,C1-4-20-2,617,2,21,28,0,59
1939913-4,K1-5-58-1,617,1,21,28,0,59
917987-1,O2-0-16-2,616,1,21,28,0,59
1-179554-3,B2-2-22-1,616,3,21,28,0,59
2290477-2,A2-5-27-2,616,2,21,28,1,842
2260150-1,A2-4-50-2,616,1,21,28,2,899
41802,P2-4-59-1,616,1,22,28,2,986
1674311-8,B1-0-21-2,616,9,21,28,1,468
917802-2,H1-3-8-2,616,1,19,25,3,"1,562"
2342995-2,A2-5-1-1,616,3,19,25,3,"1,562"
2293729-1,A2-4-7-1,616,2,19,25,2,"1,078"
2201812-1,A2-4-16-2,616,2,19,25,2,"1,078"
2069536-2,A2-4-8-1,616,2,14,21,0,29
2287743-2,B1-3-12-2,616,3,17,25,2,799
2069536-2,A2-4-8-1,616,1,18,25,3,"1,085"
1473649-2,A2-3-54-1,616,2,16,24,0,38
2342995-2,A2-5-1-1,616,2,16,24,0,38
2360058-1,A2-4-1-1,616,1,14,22,0,120
2343635-1,A2-3-60-1,616,2,14,21,0,90
2260547-1,A2-4-40-1,616,3,14,22,0,90
2351254-1,B1-3-13-1,615,4,14,21,0,90
2345160-5,A2-4-7-2,615,1,14,21,0,29
1612121-1,A2-4-31-1,615,2,15,23,2,737
2345160-4,B1-0-19-1,615,2,15,23,2,737
2260316-8,L1-5-54-2,615,2,14,21,0,29
1939932-3,K2-0-4-1,615,1,21,13,0,27
900412-2,B1-3-15-2,615,1,14,21,0,29
1871859-1,D1-3-3-2,615,1,13,24,4,"1,178"
1612124-8,B1-3-47-2,615,3,14,21,0,29
171662-1,J2-1-60-2,615,3,18,24,1,433
173630-1,A2-4-44-1,615,1,12,18,0,22
173631-6,A2-5-9-1,613,1,14,21,0,29
2314128-2,G1-0-5-1,613,5,14,21,0,29
2174117-1,B1-0-38-1,613,1,21,27,0,57
2291173-2,L2-0-49-2,613,1,21,27,0,57
1-1318114-3,C2-0-13-2,613,1,21,27,0,57
2287753-3,A2-4-56-1,613,1,22,28,2,973
2394620-1,B2-5-39-1,613,1,22,28,2,973
1-2013522-0,C1-0-9-1,613,1,22,28,2,973
1-2305217-1,B1-3-30-1,613,1,22,28,2,973
2822514-1,E1-2-15-2,613,1,18,25,6,"2,479"
2069399-2,B1-1-5-2,613,1,18,26,5,"2,324"
2069399-2,B1-1-5-2,613,1,16,24,0,38
130599P003,B1-4-46-2,613,1,18,24, -   , -   
178602-1,B2-0-24-2,613,2,19,25,1,505
5-6447223-9,G2-3-1-2,613,1,22,27,0,59
1717109-2,D2-4-28-2,613,1,21,27,0,57
2298060-2,L2-1-28-2,613,1,21,27,0,57
1376368-1,B2-1-36-1,613,2,22,28,1,604
2069423-5,C2-1-21-2,613,2,21,28,1,842
2260792-1,A2-5-15-1,613,3,21,28,1,483
1746875-1,B1-5-15-2,613,4,22,28,1,296
2040105-1,A2-5-26-1,613,2,22,28,0,179
2331438-1,C2-5-4-2,613,2,22,28,0,179
2328266-2,A1-0-41-1,613,1,21,27,0,57
2366604-2,A1-2-33-2,611,1,21,27,0,57
2822972-3,A1-2-34-2,611,2,14,22, -   , -   
2331757-1,A2-3-3-2,611,1,14,21,0,29
2331757-1,A2-3-3-2,611,1,14,21,0,29
2822973-1,A1-3-11-1,611,1,22,27,1,353
2822637-1,M1-3-26-2,611,1,22,28,1,414
2331751-1,C1-3-18-2,611,4,22,28,1,298
1903611-5,B2-5-21-2,611,1,21,28,1,810
1-1318772-3,D1-1-15-2,611,7,12,18,0,22
2290160-3,A2-4-17-1,611,1,14,21,0,29
2331755-2,G1-0-20-2,611,1,14,21,0,29
2290160-3,A2-4-17-1,611,1,15,24,0,36
2372433-1,A2-4-21-2,611,4,21,27,0,57
2261121-1,B2-0-3-1,611,5,21,27,0,57
6-2260661-1,C2-2-20-1,611,2,22,28,1,722
1-1903170-0,A1-2-10-2,611,2,22,28,1,722
NB10802001,E2-2-32-2,611,2,21,28,1,571
2260643-2,A2-1-5-1,611,1,21,27,0,57
2229076-8,A1-2-57-2,611,2,21,28,1,478
DT04-2P-P036,E2-1-56-1,611,1,21,27,0,57
1062-20-0122,B2-1-10-1,611,3,18,24,2,652
DTM04-4P,D2-1-8-2,611,1,21,27,0,57
955741-000,A2-5-39-2,611,1,18,24, -   , -   
340907-000,B1-4-44-1,611,1,12,18,0,22
175446-6,K1-0-47-2,611,1,15,24,5,"1,586"
3-720998-2,I1-0-45-2,609,1,15,23,0,35
770680-1,B2-1-6-2,609,3,14,21,0,29
2260809-1,A1-0-21-1,609,3,14,21,0,29
2292798-3,L2-1-6-1,609,1,21,27,0,57
178325-2,C1-2-57-2,609,2,22,28,1,496
1-480702-0,C2-3-50-1,609,1,22,28,1,496
6-5316316-0,N2-5-1-1,609,3,21,27,0,57
1-770966-0,K1-1-56-2,609,1,21,27,0,57
172162-1,J2-3-22-2,609,1,22,28,1,599
2301573-1,L2-1-37-1,609,1,21,28,3,"1,512"
173974-1,B1-2-5-1,609,7,22,28,1,298
1670789-1,A2-5-33-1,609,2,22,28,1,656
1-178313-5,E2-5-36-2,609,1,22,28,1,480
3-2229803-1,B1-3-46-2,609,1,22,28,1,480
172128-1,D1-2-28-2,609,1,21,27,0,57
1-917809-2,A2-5-50-1,609,1,22,28,2,960
2260821-1,A1-1-14-1,609,1,21,28,2,"1,289"
292231-5,C1-0-46-1,608,1,21,28,2,"1,218"
1-178136-2,B2-0-48-1,608,2,21,28,2,"1,218"
282106-1,G1-2-6-2,608,2,21,28,1,639
171370-3,J2-1-54-2,608,10,20,28,1,693
5-1747072-4,N1-4-18-2,608,2,20,28,1,693
1-1123722-6,B2-1-31-2,608,3,22,28,1,419
063725P012,I1-2-31-2,608,1,22,28,1,419
1747052-1,J2-5-53-1,608,6,21,27,0,57
2-1318118-9,C1-1-52-2,608,3,21,29,2,"1,403"
1743059-2,B2-0-23-2,608,1,22,28,2,920
4-2103177-5,G2-0-17-1,608,2,22,28,1,417
173974-2,C1-1-35-2,608,9,22,28,1,417
035001-000,C2-3-12-1,608,1,21,27,0,57
398451-000,B1-5-7-1,608,2,22,28,1,600
DT06-3S-CE14,B2-5-59-2,608,1,22,28,1,358
223494-000,C1-1-59-1,608,1,22,28,2,908
580317J001,N2-1-27-2,608,1,21,27,0,57
CU9245-000,E2-1-40-2,608,1,22,28,1,358
043190-E,E2-3-44-1,607,1,22,28,1,485
829131P012,E2-0-2-1,607,2,22,28,1,622
692623-000,O1-0-5-2,607,1,22,28,1,479
988643-000,E2-1-1-1,607,1,22,28,1,668
ES1879-000,O2-5-28-2,607,1,22,28,1,668
22733-8,F2-5-26-2,607,1,22,28,2,"1,294"
23147-7,L2-2-16-2,607,2,21,28,1,654
144969-2,J1-1-15-2,607,4,21,28,1,654
8-1123320-3,A1-0-51-1,607,1,21,27,0,57
5-353011-1,A1-1-34-1,607,2,21,27,0,57
9-1123320-6,B1-4-7-2,607,2,21,28,2,929
179846-4,K1-3-7-2,606,2,22,28,1,358
1-480764-0,J1-2-15-1,606,1,22,28,1,419
178303-3,D1-2-51-2,606,1,22,28,1,419
350561-1,M2-3-2-2,606,1,22,28,1,361
144969-1,D1-1-56-2,606,1,22,28,1,361
177916-1,K1-2-15-2,606,2,22,28,1,484
7-912129-3,O1-2-35-1,606,1,22,28,1,484
2301724-5,A2-5-36-1,606,1,22,28,1,608
028034-000,I1-2-16-1,606,1,22,28,1,479
1718328-1,B2-0-22-2,606,1,22,28,1,418
1717103-2,B2-2-27-1,606,2,22,28,2,958
1903883-1,B1-2-50-1,606,4,21,27,0,57
2342995-1,A2-4-37-1,606,5,21,27,0,57
1-1123320-6,A1-2-23-1,606,2,22,28,1,359
1123320-1,A1-1-16-2,606,1,21,27,0,57
1903165-2,K1-4-54-1,606,1,21,27,0,57
1903170-8,A1-2-7-2,605,3,21,27,0,57
2260815-1,A1-0-1-1,605,161,21,28,1,709
2287754-1,A1-0-1-2,605,16,21,28,1,634
2289504-2,A1-0-10-1,605,1,21,27,0,57
2399896-2,P2-5-39-2,605,1,21,27,0,57
2405499-2,I1-1-36-1,605,12,22,28,1,664
8-1123320-1,A1-3-13-1,605,1,16,24,0,38
1473672-1,B1-0-37-2,605,4,15,23,0,35
1473565-6,D2-3-48-1,605,1,21,28,1,587
2237067-1,L1-4-57-1,605,2,18,24,0,87
175265-1,K1-0-40-2,605,3,18,24,0,87
1318384-4,B1-2-4-1,605,1,15,22,0,33
2229680-1,L1-4-31-1,605,2,16,24,7,"2,688"
1-962916-3,F2-0-38-2,605,1,16,24,7,"2,688"
1-917808-2,B2-3-45-1,605,2,33,48,0,158
174352-2,B1-5-14-2,605,1,33,48,0,158
2292492-3,B1-1-18-1,605,2,33,48,0,158
2134314-1,K2-4-54-2,605,1,33,48,0,158
2229486-1,A2-4-1-2,605,1,33,48,0,158
2232905-1,F2-4-57-2,605,4,33,48,0,158
173645-2,A2-5-28-2,605,1,33,48,0,158
1554723-1,B1-5-54-1,604,7,33,48,0,158
3-1447221-4,B1-0-12-2,604,3,33,48,0,158
2069748-2,B2-2-35-1,604,1,33,48,0,158
8-1241434-1,D2-0-4-1,604,1,33,48,0,158
1612048-4,B1-1-43-2,604,1,22,28,1,298
2289503-2,A2-4-4-1,604,2,21,28,1,474
1318750-1,B1-0-44-2,604,4,21,28,1,474
1-2295435-2,B1-0-56-2,604,1,21,28,1,714
1-1318116-3,D2-2-24-2,604,1,21,28,1,714
1746971-1,B1-1-1-1,604,3,21,28,1,714
1612124-8,B1-3-47-2,604,5,21,28,1,714
2326904-1,L2-2-55-1,604,1,21,28,2,918
1376109-1,B1-2-37-1,604,1,21,28,2,935
1717396-1,B2-0-22-1,604,3,21,28,2,935
2293181-2,P2-5-40-1,604,1,21,27,0,57
6-1437137-3,E1-4-48-1,604,1,21,27,0,57
176153-4,K1-1-12-2,604,2,22,29,2,"1,308"
2391865-1,B2-5-38-2,604,1,14,20,2,666
900201-1,H1-2-21-2,604,1,14,21,0,29
2229101-2,A2-5-10-2,603,8,14,21,0,29
2260814-1,F2-5-22-1,603,3,8,14,3,342
1-1318114-3,C2-0-13-2,603,1,8,14,3,342
171810-2,B2-3-1-2,603,2,8,14,3,342
1717106-8,C2-0-49-2,603,2,8,14,3,342
172863-1,D1-2-32-2,603,2,8,14,3,342
1717112-2,B2-5-16-1,603,2,8,14,3,342
2294689-1,A2-3-52-2,603,1,8,14,3,342
178289-6,B1-3-56-1,603,1,21,28,1,644
2315727-1,L2-2-20-1,603,2,14,21,0,29
3-1318853-3,C2-1-55-2,603,9,18,24,0,43
1717103-1,B1-5-55-2,603,3,18,24,0,43
1318917-1,C1-4-14-1,603,6,10,16,4,620
1318757-1,D2-3-20-2,603,2,10,16,4,620
179975-1,B2-3-5-1,603,3,10,16,4,620
1674932-1,B1-2-48-1,603,1,10,16,4,620
2301724-5,A2-5-36-1,603,8,10,16,4,620
2360058-2,A2-3-50-2,602,1,10,16,4,620
1674919-1,A2-4-32-2,602,3,10,16,4,620
1473796-1,B2-1-58-1,602,6,15,22,0,33
1717106-8,C2-0-49-2,602,15,15,22,0,33
1565749-1,C1-2-44-1,602,8,15,22,0,33
1746863-2,B2-2-30-1,602,10,15,22,0,33
2069527-1,B1-2-45-1,602,2,15,22,0,33
1-1717834-4,C2-0-18-2,602,1,15,22,0,33
2297074-1,A2-2-55-2,602,1,15,22,0,33
P4920826161-000,P1-1-15-1,602,1,15,22,0,33
2290489-5,A1-0-9-2,602,1,15,22,0,33
2-965486-1,G1-2-53-1,602,1,15,22,0,33
1674865-1,J2-0-16-1,602,1,15,22,0,33
2331758-1,A2-1-10-1,602,1,15,22,0,33
2319397-1,A1-4-28-1,602,2,15,22,0,33
2304266-1,E1-1-29-2,602,1,15,22,0,33
2304106-1,A2-4-24-2,601,6,15,22,0,33
1318773-1,A1-2-13-1,601,1,15,22,0,33
353537-1,G1-4-56-1,601,6,15,22,0,33
2381735-1,B2-3-16-1,601,2,15,22,0,33
2229745-1,B1-5-47-1,601,1,15,22,0,33
NB19392001,H2-3-30-2,601,1,15,22,0,33
NB14882001,H2-3-27-2,601,1,15,22,0,33
178004-5,K1-2-17-2,601,1,15,22,0,33
1-175218-2,B1-1-35-2,601,1,14,21,0,29
DRC26-50S01,H2-0-48-1,601,1,14,21,0,29
174355-7,C1-4-31-2,601,2,21,29,2,"1,133"
2260815-1,A1-0-1-1,601,2,20,28,1,280
2260794-1,A1-0-10-2,601,1,20,27,0,54
353744-7,B1-4-2-1,601,8,16,24,0,38
2260793-1,A1-0-3-2,601,2,16,24,0,38
1318383-1,A1-2-60-2,600,1,14,21,0,29
2371056-4,L2-5-12-2,600,1,20,28,1,673
1658744-3,D2-4-6-1,600,1,16,23,4,"1,333"
1-1670917-1,C1-2-31-2,600,1,19,25,2,"1,019"
6469025-1,C1-3-36-2,600,1,19,25,2,"1,019"
2-1718643-1,L1-1-21-2,600,2,19,25,2,"1,019"
2201855-6,B1-0-41-1,600,1,19,25,2,"1,019"
180923,P2-5-35-2,600,2,14,21,0,29
1376421-1,J1-0-22-1,600,1,14,21,0,29
5787617-1,D1-5-35-1,599,2,14,22,1,343
1-967325-1,B1-3-25-1,599,2,14,22,4,"1,215"
900413-1,B1-5-22-2,599,1,14,22,4,"1,215"
1394871-1,D2-3-35-2,599,5,18,24,4,"1,713"
829131P012,E2-0-2-1,599,1,19,24,5,"2,220"
929031-000,C2-2-40-1,599,2,19,24,5,"2,220"
DRC12-40PA,O2-3-53-2,599,1,19,24,5,"2,220"
DT04-12PA-CE01,O2-4-8-2,599,1,19,24,5,"2,220"
W12S-P012,C1-1-11-2,599,1,18,24,0,43
DTHD06-1-8S-E003,B2-5-60-1,599,1,18,24,0,43
CS5522-000,P2-5-40-2,599,1,18,24,0,43
1276000-2,F1-0-32-2,599,1,19,25,1,418
5-456406-6,E1-4-24-1,599,2,18,24,0,43
ZPF000000000001205,H2-5-3-2,599,1,18,24,0,43
1924463-3,B2-5-22-2,599,1,18,24,0,43
171662-7,A1-1-46-2,599,1,18,24,0,43
5-912052-2,I1-0-23-1,598,1,18,24,0,43
1746979-1,A2-3-59-2,598,2,16,24,0,38
1-1318117-3,B2-3-26-1,598,1,16,24,0,38
532301J001,N1-5-50-1,598,1,18,24, -   , -   
60873-1,N2-2-15-2,598,3,14,21,0,29
60873-1,N2-2-15-2,598,2,14,21,0,29
1903882-4,B1-3-57-2,598,1,14,21,0,29
5-2176331-7,P2-5-41-1,598,1,17,25,6,"2,419"
1318745-5,C1-1-22-1,598,2,17,25,6,"2,419"
1-1703498-1,B1-5-23-1,598,1,17,25,6,"2,419"
1318385-1,A1-1-1-1,598,17,17,25,6,"2,419"
1939923-1,A1-4-7-2,598,2,17,25,6,"2,419"
2229487-1,A1-0-13-2,598,1,17,25,6,"2,419"
2260800-1,L2-0-12-1,598,1,17,25,6,"2,419"
2260908-1,A1-0-28-2,597,1,17,25,6,"2,419"
2260908-1,A1-0-28-2,597,1,20,28,1,615
2295436-2,A1-1-4-1,597,1,16,28,2,669
2314091-1,A1-1-31-1,597,15,20,28,2,"1,223"
2345161-1,A1-0-4-1,597,2,20,27,0,54
2-912160-4,I1-0-12-2,597,2,20,27,0,54
8-912068-5,I1-0-31-1,597,5,14,22,2,639
912031-8,A1-1-10-2,597,7,14,21,0,29
2069842-1,B1-1-13-1,597,6,12,18,0,22
1746875-1,B1-5-15-2,597,1,14,19,2,520
2260802-5,A2-4-34-2,597,1,14,22,0,89
917807-2,E2-0-39-1,597,1,14,22,0,89
1801263-1,P1-5-6-1,597,1,14,22,0,119
1-177648-3,B2-3-30-2,597,2,14,22,0,60
2-1437285-3,D1-3-32-2,597,1,14,22,0,119
2290477-2,A2-5-27-2,597,1,14,22,0,89
2292492-3,B1-1-18-1,597,2,14,22,1,149
590760-000,N2-1-37-1,597,1,14,22,0,119
2287753-1,A2-3-57-1,597,2,22,28,1,663
2201779-1,A2-5-2-1,597,2,22,28,1,663
2260316-1,A2-5-30-1,596,3,21,29,2,"1,227"
2293729-1,A2-4-7-1,596,1,20,28,1,280
2342995-1,A2-4-37-1,596,2,20,29,2,"1,105"
2287743-2,B1-3-12-2,596,1,18,24,1,217
2351405-1,A2-5-22-1,596,5,18,24,1,219
2201812-1,A2-4-16-2,596,1,19,24,1,352
2229669-1,A2-3-51-2,596,1,18,24,1,302
2360058-1,A2-4-1-1,596,1,19,24,1,352
2345160-5,A2-4-7-2,596,3,18,24,1,304
1747053-1,D2-5-3-2,596,1,18,24,1,304
1903703-7,K1-5-7-2,596,2,18,24,1,350
1827752-2,D2-5-35-2,596,1,18,24,1,443
1612124-3,B2-4-17-1,596,7,14,21,0,29
175124-1,A2-5-19-1,596,1,21,28,1,287
1612124-8,B1-3-47-2,596,4,20,28,2,"1,312"
172786-1,J2-4-17-2,596,1,22,28,1,659
316836-1,A2-4-22-1,596,4,21,27,0,57
1827483-1,F1-5-49-1,596,10,21,27,0,57
1473252-1,C2-0-38-1,595,1,14,21,0,29
2330678-1,D1-4-8-2,595,1,20,28,1,617
170038-4,D2-4-12-1,595,1,16,24, -   , -   
2330587-1,A2-4-28-1,595,5,16,24, -   , -   
121397P014,B1-0-49-1,595,3,17,26,6,"2,570"
284510-5,M1-3-48-2,595,1,18,24,0,133
1981731-1,A2-4-46-2,595,10,18,24,1,222
2400760-1,M1-0-25-1,595,1,18,24,1,222
175855-1,B2-5-19-2,595,1,18,24,1,312
1-1903131-4,C2-0-26-1,595,1,18,24,1,265
1318757-1,D2-3-20-2,595,1,18,24,1,355
1318694-1,B2-2-24-2,595,1,18,24,1,353
1827587-2,B2-2-5-2,595,2,18,24,1,395
2260792-2,A2-3-46-1,595,3,21,28,0,188
2341166-1,L2-3-37-1,595,2,20,27,1,324
2301724-5,A2-5-36-1,595,2,20,27,1,324
2260797-1,A2-5-54-1,595,1,20,27,1,324
1674477-1,B1-1-44-1,594,5,20,27,1,324
2292497-2,A1-0-26-2,594,1,21,29,2,"1,231"
1123320-2,A1-5-9-1,594,1,21,28,1,453
GBFRTNMI80-002,O2-5-42-1,594,2,20,27,1,378
1827842-1,B1-1-5-1,594,2,18,24,0,131
2229101-3,B1-1-40-1,594,1,18,24,1,397
912102-4,O1-4-50-1,594,1,18,24,1,309
2309619-1,A2-3-46-2,594,2,26,28,1,636
1903608-5,B1-5-58-1,594,10,18,24,1,397
2260807-1,A1-0-14-1,594,2,18,24,1,399
170384-2,B1-3-23-1,594,5,18,24,1,399
2291354-2,A2-4-6-2,594,2,18,24,1,399
1-917658-2,B2-0-26-1,594,1,18,24,0,49
170089-1,C2-3-59-1,594,2,14,22, -   , -   
776522-1,B2-4-46-2,594,3,20,28,2,"1,021"
2290489-4,A1-0-30-2,594,2,20,28,2,"1,021"
EP22052001,A2-5-14-2,594,1,20,28,2,"1,021"
DRC16-70SAE-P013,D2-1-4-2,594,1,20,28,2,"1,021"
DT06-6S-CE05,B2-2-20-2,594,3,20,28,2,"1,021"
CD20433001,B1-4-29-1,594,2,20,28,2,"1,021"
CD20353001,B2-0-34-2,593,1,14,21,0,29
3820263002,P2-5-41-2,593,1,14,21,0,29
2312230-4,A1-2-40-1,593,1,21,27,0,57
3-917808-3,M2-5-16-1,593,2,22,28,2,919
1-178288-4,C1-2-34-1,593,1,21,27,0,57
2-5171362-1,P2-5-42-1,593,3,16,25,28,"11,460"
1-316080-3,D1-1-45-2,593,1,16,25,28,"11,460"
1-1903391-2,D1-1-34-2,593,1,16,25,28,"11,460"
6318745-3,B1-0-45-2,593,1,18,23,0,85
1376382-1,J1-0-12-2,593,4,20,24,1,236
1-1903886-1,B2-2-23-1,593,5,15,25,2,584
1473140-1,J1-1-44-1,593,1,24,28,2,998
292132-5,E1-2-22-1,593,1,24,28,2,998
3-173983-1,M2-0-29-2,593,1,21,29,2,"1,403"
917780-1,H1-3-7-2,592,2,18,24,0,170
1-1718334-1,E2-5-17-1,592,1,21,29,2,"1,227"
1-1971905-2,I2-1-26-2,592,1,18,24,1,265
CS9984-000,O2-3-25-1,592,4,14,21,0,29
4-1565081-2,M2-5-54-2,592,4,19,24,3,"1,220"
2261071-2,A2-4-35-1,592,1,14,21,0,29
053088-E,I1-2-28-1,592,1,21,28,1,341
60-0252-011-000,A2-4-21-1,592,2,20,27,0,54
1060-16-0622,B1-4-3-2,592,1,20,27,0,54
CS1970-000,B1-0-36-2,592,1,21,27,2,"1,134"
2260619-1,E1-1-19-2,592,2,22,28,1,406
132195-000,F1-0-53-2,592,1,22,28,1,731
1-1617073-4,E2-5-7-2,592,1,22,28,0,183
CL9754-000,C1-1-7-1,592,1,23,28,1,468
ZPF000000000000366,D2-1-51-1,592,1,15,23,4,"1,325"
776492-2,D2-0-1-1,592,1,18,24,0,43
ZPF000000000140802,P1-3-37-2,592,1,18,25,2,681
1-966701-2,B1-5-58-2,591,1,18,24,0,43
1376390-1,J1-0-18-1,591,1,18,24,0,43
2229093-1,B1-3-37-1,591,1,18,24,0,43
776492-2,D2-0-1-1,591,1,18,24,0,43
7-1452668-3,C1-3-38-2,591,6,19,25,1,317
170361-1,B2-2-59-2,591,1,19,25,1,317
7-1452668-1,B1-3-20-1,591,4,14,21, -   , -   
6-912078-9,I1-0-8-1,591,1,16,24, -   , -   
3-912051-8,I1-0-59-1,591,1,14,22,3,816
3-912020-1,M2-5-7-2,591,1,14,21,0,29
2195890-1,L1-2-50-1,591,1,14,21,0,29
353745-7,B2-1-5-1,591,1,21,28,1,283
34319,P2-5-42-2,591,2,21,28,1,283
770680-1,B2-1-6-2,591,7,21,28,1,340
1-1564416-1,E2-5-3-1,591,2,21,28,1,340
1703838-1,B2-0-52-2,591,1,21,28,1,283
1-1939924-9,A1-5-32-1,590,1,21,28,1,283
1-1939925-0,A1-2-32-2,590,13,21,28,1,398
1-2229076-0,A1-3-15-1,590,10,21,28,1,398
1376351-3,A1-1-17-2,590,25,21,28,1,398
1565374-2,A1-1-41-2,590,1,21,28,1,574
1827839-2,A1-0-17-2,590,1,21,28,1,574
1-912156-5,I1-0-42-2,590,1,21,28,1,574
2287754-1,A1-0-1-2,590,5,20,28,0,225
2345161-1,A1-0-4-1,590,2,20,28,0,225
8-1123320-3,A1-0-51-1,590,1,20,27,0,54
912147-5,A1-2-41-2,590,162,20,27,0,54
2315641-3,A1-5-2-2,590,2,20,27,0,54
1-968853-3,F2-0-44-2,590,1,20,27,0,54
1-1393305-3,D2-2-26-1,590,1,20,28,1,393
178413-7,K1-2-27-1,590,1,20,28,1,393
2445715-2,M1-1-53-2,590,1,19,24,1,400
178964-3,B1-3-24-2,590,1,19,24,1,449
5-1747072-2,N1-4-17-2,589,1,19,24,1,449
900293-1,B1-4-2-2,589,2,19,24,1,449
1-178708-1,E2-5-38-2,589,3,19,24,1,493
2069492-6,K2-3-24-1,589,1,18,24,1,307
1-2040534-1,A1-3-25-2,589,1,19,24,1,225
1565375-4,B1-4-22-2,589,1,17,24,2,730
2822365-2,B2-4-36-2,589,8,17,24,2,730
1-174955-1,B2-5-1-1,589,2,17,28,1,494
41802,P2-4-59-1,589,6,17,28,1,494
1939921-6,A2-4-29-2,589,4,21,28,1,341
2174126-1,B2-0-2-2,589,1,21,28,1,341
1612444-4,B2-0-19-2,589,1,15,22,0,33
170340-1,C2-4-1-1,589,2,14,21,0,29
179956-2,B1-4-43-1,589,2,14,21,0,29
1719958-1,J2-2-50-1,589,1,19,25,3,"1,625"
175286-5,C1-4-35-2,589,1,20,28,1,399
2343635-1,A2-3-60-1,589,1,20,28,1,399
1717399-1,A1-0-5-1,589,3,21,28,1,283
1717399-1,A1-0-5-1,588,1,18,28,2,801
2229669-1,A2-3-51-2,588,1,18,28,2,801
2360058-1,A2-4-1-1,588,1,20,27,0,54
1-1318772-7,B2-1-55-2,588,1,20,27,0,54
2261071-1,A2-4-39-1,588,1,20,27,0,54
2293729-1,A2-4-7-1,588,2,21,28,1,637
2328276-1,A2-5-23-2,588,1,21,28,1,637
2229994-2,A2-3-48-1,588,1,21,28,1,634
1565373-7,J1-3-21-1,588,3,21,28,1,634
2360058-1,A2-4-1-1,588,1,20,28,2,"1,025"
2342995-1,A2-4-37-1,588,1,20,28,2,"1,025"
2287753-3,A2-4-56-1,588,1,21,28,1,399
2345160-5,A2-4-7-2,588,1,21,28,1,399
2260316-6,F2-5-10-2,588,1,14,23,3,854
2287753-3,A2-4-56-1,588,1,14,21,0,29
1747063-1,B1-4-12-2,588,7,21,28,1,453
173631-7,J2-4-49-1,588,3,21,28,1,453
2174117-1,B1-0-38-1,588,2,27,21,1,528
1674742-1,A2-4-25-2,588,3,22,28,1,591
316833-2,B1-3-14-1,588,9,21,28,1,566
2334040-1,A1-0-31-1,587,1,21,28,1,566
1554723-1,B1-5-54-1,587,8,18,24,0,177
1-292231-2,P2-5-43-1,587,1,18,24,0,177
170325-1,J2-1-6-2,587,1,18,24,0,177
1-2822421-2,B2-2-53-1,587,1,14,21,0,29
172204-2,F1-4-4-1,587,1,18,24, -   , -   
2330587-1,A2-4-28-1,587,3,21,27,0,57
2260316-2,B2-1-43-1,587,2,21,27,0,57
2297730-1,A2-5-2-2,587,2,21,27,0,57
3-174151-2,P2-2-55-1,587,1,21,27,0,57
2-2371404-4,L1-4-59-1,587,2,21,27,0,57
2394619-1,G1-1-4-1,587,1,21,27,0,57
171810-2,B2-3-1-2,587,1,21,27,0,57
172281-2,J2-3-43-2,587,1,21,27,0,57
1-1423008-4,B1-3-53-2,587,1,21,27,0,57
178964-4,C2-1-6-2,587,1,21,27,0,57
